Year,Award,Category,Actor,Show,Won,
2014, 20th Annual,FEMALE DRAMA SERIES,KERRY WASHINGTON,SCANDAL,False,
2014, 20th Annual,FEMALE LEAD ROLE,MERYL STREEP,AUGUST  OSAGE COUNTY,False,
2014, 20th Annual,FEMALE LEAD ROLE,CATE BLANCHETT,BLUE JASMINE,True,
2014, 20th Annual,FEMALE LEAD ROLE,SANDRA BULLOCK,GRAVITY,False,
2014, 20th Annual,FEMALE LEAD ROLE,JUDI DENCH,PHILOMENA,False,
2014, 20th Annual,FEMALE LEAD ROLE,EMMA THOMPSON,SAVING MR. BANKS,False,
2014, 20th Annual,FEMALE SUPPORTING ROLE,LUPITA NYONG'O,12 YEARS A SLAVE,True,
2014, 20th Annual,FEMALE SUPPORTING ROLE,JENNIFER LAWRENCE,AMERICAN HUSLE,False,
2014, 20th Annual,FEMALE SUPPORTING ROLE,JULIA ROBERTS,AUGUST  OSAGE COUNTY,False,
2014, 20th Annual,FEMALE SUPPORTING ROLE,OPRAH WINFREY,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,FEMALE SUPPORTING ROLE,JUNE SQUIBB,NEBRASKA,False,
2014, 20th Annual,FEMALE TV MOVIE OR MINISERIES,ANGELA BASSETT,BETTY & CORETTA,False,
2014, 20th Annual,FEMALE TV MOVIE OR MINISERIES,HELENA BONHAM CARTER,BURTON AND TAYLOR,False,
2014, 20th Annual,FEMALE TV MOVIE OR MINISERIES,HELEN MIRREN,PHIL SPECTOR,True,
2014, 20th Annual,FEMALE TV MOVIE OR MINISERIES,ELISABETH MOSS,TOP OF THE LAKE,False,
2014, 20th Annual,FEMALE TV MOVIE OR MINISERIES,HOLLY HUNTER,TOP OF THE LAKE,False,
2014, 20th Annual,LIFE ACHIEVEMENT,RITA MORENO,N/A,True,
2014, 20th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,False,
2014, 20th Annual,MALE COMEDY SERIES,JASON BATEMAN,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,MALE COMEDY SERIES,DON CHEADLE,HOUSE OF LIES,False,
2014, 20th Annual,MALE COMEDY SERIES,TY BURRELL,MODERN FAMILY,True,
2014, 20th Annual,MALE COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2014, 20th Annual,MALE DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2014, 20th Annual,MALE DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,True,
2014, 20th Annual,MALE DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,False,
2014, 20th Annual,MALE DRAMA SERIES,KEVIN SPACEY,HOUSE OF CARDS,False,
2014, 20th Annual,MALE DRAMA SERIES,JEFF DANIELS,THE NEWSROOM,False,
2014, 20th Annual,MALE LEAD ROLE,CHIWETEL EJIOFOR,12 YEARS A SLAVE,False,
2014, 20th Annual,MALE LEAD ROLE,TOM HANKS,CAPTAIN PHILLIPS,False,
2014, 20th Annual,MALE LEAD ROLE,MATTHEW McCONAUGHEY,DALLAS BUYERS CLUB,True,
2014, 20th Annual,MALE LEAD ROLE,FOREST WHITAKER,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,MALE LEAD ROLE,BRUCE DERN,NEBRASKA,False,
2014, 20th Annual,MALE SUPPORTING ROLE,MICHAEL FASSBENDER,12 YEARS A SLAVE,False,
2014, 20th Annual,MALE SUPPORTING ROLE,BARKHAD ABDI,CAPTAIN PHILLIPS,False,
2014, 20th Annual,MALE SUPPORTING ROLE,JARED LETO,DALLAS BUYERS CLUB,True,
2014, 20th Annual,MALE SUPPORTING ROLE,JAMES GANDOLFINI,ENOUGH SAID,False,
2014, 20th Annual,MALE SUPPORTING ROLE,DANIEL BR??HL,RUSH,False,
2014, 20th Annual,MALE TV MOVIE OR MINISERIES,MATT DAMON,BEHIND THE CANDELABRA,False,
2014, 20th Annual,MALE TV MOVIE OR MINISERIES,MICHAEL DOUGLAS,BEHIND THE CANDELABRA,True,
2014, 20th Annual,MALE TV MOVIE OR MINISERIES,ROB LOWE,KILLING KENNEDY,False,
2014, 20th Annual,MALE TV MOVIE OR MINISERIES,AL PACINO,PHIL SPECTOR,False,
2014, 20th Annual,MALE TV MOVIE OR MINISERIES,JEREMY IRONS,THE HOLLOW CROWN,False,
2014, 20th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,ALL IS LOST,False,
2014, 20th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,FAST & FURIOUS 6,False,
2014, 20th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,LONE SURVIVOR,True,
2014, 20th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,RUSH,False,
2014, 20th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE WOLVERINE,False,
2014, 20th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BOARDWALK EMPIRE,False,
2014, 20th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,GAME OF THRONES,True,
2014, 20th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,HOMELAND,False,
2014, 20th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE WALKING DEAD,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,ALAN ARKIN,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,BEN AFFLECK,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,BRYAN CRANSTON,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,CHRIS MESSINA,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,CHRISTOPHER DENHAM,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,CLEA DUVALL,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,JOHN GOODMAN,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,KERRY BISH??,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,KYLE CHANDLER,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,RORY COCHRANE,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,SCOOT MCNAIRY,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,TATE DONOVAN,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,VICTOR GARBER,ARGO,True,
2013, 19th Annual,CAST IN A MOTION PICTURE,,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,AARON TVEIT,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,AMANDA SEYFRIED,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,ANNE HATHAWAY,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,COLM WILKINSON,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,DANIEL HUTTLESTONE,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,EDDIE REDMAYNE,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,HELENA BONHAM CARTER,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,HUGH JACKMAN,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,ISABELLE ALLEN,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,RUSSELL CROWE,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,SACHA BARON COHEN,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,SAMANTHA BARKS,LES MIS??RABLES,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,DANIEL DAY-LEWIS,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,DAVID STRATHAIRN,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,HAL HOLBROOK,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,JAMES SPADER,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,JOSEPH GORDON-LEVITT,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,SALLY FIELD,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,TOMMY LEE JONES,LINCOLN,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,ANUPAM KHER,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,BRADLEY COOPER,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,CHRIS TUCKER,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,JACKI WEAVER,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,JENNIFER LAWRENCE,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,ROBERT DE NIRO,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,BILL NIGHY,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,CELIA IMRIE,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,DEV PATEL,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,JUDI DENCH,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,MAGGIE SMITH,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,PENELOPE WILTON,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,RONALD PICKUP,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,CAST IN A MOTION PICTURE,TOM WILKINSON,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JACK MCBRAYER,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ALEX NEWELL,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,AMBER RILEY,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CHORD OVERSTREET,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS COLFER,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CORY MONTEITH,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,DARREN CRISS,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,DIANNA AGRON,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,"HARRY SHUM, JR.",GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,HEATHER MORRIS,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LYNCH,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAYMA MAYS,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA USHKOWITZ,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN MCHALE,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,LEA MICHELE,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MARK SALLING,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW MORRISON,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,NAYA RIVERA,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,SAMUEL LARSEN,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,VANESSA LENGIES,GLEE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON-EMMONS,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY,True,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ANNA DEAVERE SMITH,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ARJUN GUPTA,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,BOBBY CANNAVALE,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,DOMINIC FUMUSA,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,EDIE FALCO,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,EVE BEST,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAKE CANNAVALE,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,LENNY JACOBSON,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MACKENZIE ALADJEM,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MERRITT WEVER,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL SCHULZE,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,PETER FACINELLI,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,RUBY JERINS,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,STEPHEN WALLEM,NURSE JACKIE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CATHERINE TATE,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CLARK DUKE,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CRAIG ROBINSON,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,ELLIE KEMPER,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAKE LACY,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NU??EZ,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANATOL YUSEF,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY LACIURA,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOBBY CANNAVALE,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHARLIE COX,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRIS CALDOVINO,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,GRETCHEN MOL,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACK HUSTON,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,KELLY MACDONALD,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MEG CHAMBERS STEEDLE,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL STUHLBARG,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK KENNEDY,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL SPARKS,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,SHEA WHIGHAM,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT PIAZZA,BOARDWALK EMPIRE,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON PAUL,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANNA GUNN,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BETSY BRANDT,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOB ODENKIRK,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DEAN NORRIS,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE PLEMONS,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JONATHAN BANKS,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA FRASER,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,RJ MITTE,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN MICHAEL QUEZADA,BREAKING BAD,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,AMY NUTTALL,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAN STEVENS,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH MCGOVERN,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA BROWN FINDLAY,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA CARMICHAEL,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,LESLEY NICOL,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,PENELOPE WILTON,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,PHYLLIS LOGAN,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROB JAMES-COLLIER,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,SIOBHAN FINNERAN,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE MCSHERA,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,THOMAS HOWES,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZOE BOYLE,DOWNTON ABBEY,True,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,CLAIRE DANES,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAMIAN LEWIS,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID HAREWOOD,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID MARCIANO,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,DIEGO KLATTENHOFF,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACKSON PACE,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAMEY SHERIDAN,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MANDY PATINKIN,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORENA BACCARIN,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORGAN SAYLOR,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,NAVID NEGAHBAN,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,RUPERT FRIEND,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,TIMOTH??E CHALAMET,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZULEIKHA ROBINSON,HOMELAND,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON STATON,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,BEN FELDMAN,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA HENDRICKS,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH MOSS,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JARED HARRIS,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAY R. FERGUSON,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA PAR??,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SLATTERY,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,JON HAMM,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,KIERNAN SHIPKA,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,RICH SOMMER,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT MORSE,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,TEYONAH PARRIS,MAD MEN,False,
2013, 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT KARTHEISER,MAD MEN,False,
2013, 19th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,True,
2013, 19th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,False,
2013, 19th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,False,
2013, 19th Annual,FEMALE COMEDY SERIES,EDIE FALCO,NURSE JACKIE,False,
2013, 19th Annual,FEMALE COMEDY SERIES,AMY POEHLER,PARKS AND RECREATION,False,
